Setting,State,Comment,Path
Allow websites to open windows without status bar or Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Allow websites to store application caches on client computers,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\General Page\Browsing History
Allow websites to store indexed databases on client computers,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\General Page\Browsing History
Allow Windows Runtime apps to revoke enterprise data,Not configured,No,\Windows Components\File Revocation
Always install with elevated privileges,Not configured,No,\Windows Components\Windows Installer
Always open All Control Panel Items when opening Control Panel,Enabled,No,\Control Panel
Always send Do Not Track header,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
AppleTalk Routing,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
Audio/Video Player,Not configured,No,\Windows Components\Internet Explorer\Administrator Approved Controls
Authorization Manager,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Automatically activate newly installed add-ons,Not configured,No,\Windows Components\Internet Explorer
Automatically check for Internet Explorer updates,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Automatically send memory dumps for OS-generated error reports,Disabled,No,\Windows Components\Windows Error Reporting
Block launching desktop apps associated with a file.,Enabled,No,\Windows Components\App runtime
Block launching desktop apps associated with a URI scheme,Enabled,No,\Windows Components\App runtime
Browse a common web site to find printers,Not configured,No,\Control Panel\Printers
Browse the network to find printers,Not configured,No,\Control Panel\Printers
Bypass prompting for Clipboard access for scripts running in any process,Not configured,No,\Windows Components\Internet Explorer\Application Compatibility\Clipboard access
Bypass prompting for Clipboard access for scripts running in the Internet Explorer process,Not configured,No,\Windows Components\Internet Explorer\Application Compatibility\Clipboard access
Calculator,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Carpoint,Not configured,No,\Windows Components\Internet Explorer\Administrator Approved Controls
CD and DVD: Deny read access,Not configured,No,\System\Removable Storage Access
CD and DVD: Deny write access,Not configured,No,\System\Removable Storage Access
Century interpretation for Year 2000,Not configured,No,\System
Certificate Templates,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Certificates,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Certification Authority,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Certification Authority Policy Settings,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
Change Start Menu power button,Enabled,No,\Start Menu and Taskbar
Change the maximum number of connections per host (HTTP 1.1),Not configured,No,\Windows Components\Internet Explorer\Security Features\AJAX
Check for server certificate revocation,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Check for signatures on downloaded programs,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Clear history of recently opened documents on exit,Enabled,No,\Start Menu and Taskbar
Clear the recent programs list for new users,Enabled,No,\Start Menu and Taskbar
Clear tile notifications during log on,Enabled,No,\Start Menu and Taskbar
Code signing for device drivers,Not configured,No,\System\Driver Installation
Common 2013 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Common 2016 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Component Services,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Computer Management,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Configure Default consent,Not configured,No,\Windows Components\Windows Error Reporting\Consent
Configure driver search locations,Not configured,No,\System\Driver Installation
Configure Group Policy domain controller selection,Not configured,No,\System\Group Policy
Configure Group Policy slow link detection,Not configured,No,\System\Group Policy
Configure HTTP Proxy,Not configured,No,\Windows Components\Windows Media Player\Networking
Configure Media Explorer Bar,Not configured,No,\Windows Components\Internet Explorer
Configure MMS Proxy,Not configured,No,\Windows Components\Windows Media Player\Networking
Configure Network Buffering,Not configured,No,\Windows Components\Windows Media Player\Networking
Configure Outlook Express,Not configured,No,\Windows Components\Internet Explorer
Configure Per-Process System DPI settings,Not configured,No,\System\Display
Configure Report Archive,Not configured,No,\Windows Components\Windows Error Reporting\Advanced Error Reporting Settings
Configure Report Queue,Not configured,No,\Windows Components\Windows Error Reporting\Advanced Error Reporting Settings
Configure RTSP Proxy,Not configured,No,\Windows Components\Windows Media Player\Networking
Configure Sync Method,Not configured,No,\Windows Components\Microsoft User Experience Virtualization
Configure Toolbar Buttons,Not configured,No,\Windows Components\Internet Explorer\Toolbars
Configure Windows Defender SmartScreen,Not configured,No,\Windows Components\Windows Defender SmartScreen\Microsoft Edge
Configure Windows spotlight on lock screen,Disabled,No,\Windows Components\Cloud Content
Connect home directory to root of the share,Not configured,No,\System\User Profiles
Connection Sharing (NAT),Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
Create new Group Policy Object links disabled by default,Not configured,No,\System\Group Policy
Custom Classes: Deny read access,Not configured,No,\System\Removable Storage Access
Custom Classes: Deny write access,Not configured,No,\System\Removable Storage Access
Custom Instant Search Internet search provider,Not configured,No,\Windows Components\Instant Search
Custom User Interface,Disabled,No,\System
Customize command labels,Not configured,No,\Windows Components\Internet Explorer\Toolbars
Customize consent settings,Not configured,No,\Windows Components\Windows Error Reporting\Consent
Customize user agent string,Not configured,No,\Windows Components\Internet Explorer
DCOM Configuration Extension,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
Default Active Directory path when searching for printers,Not configured,No,\Control Panel\Printers
Default excluded paths,Not configured,No,\Windows Components\Search
Default indexed paths,Not configured,No,\Windows Components\Search
Default risk level for file attachments,Not configured,No,\Windows Components\Attachment Manager
Define applications and processes that can access the Clipboard without prompting,Not configured,No,\Windows Components\Internet Explorer\Application Compatibility\Clipboard access
Deny all add-ons unless specifically allowed in the Add-on List,Not configured,No,\Windows Components\Internet Explorer\Security Features\Add-on Management
Desktop Wallpaper,Enabled,No,\Desktop\Desktop
Determine if interactive users can generate Resultant Set of Policy data,Not configured,No,\System\Group Policy
Device Manager,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
Device Manager,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
DHCP Relay Management,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
DHTML Edit Control,Not configured,No,\Windows Components\Internet Explorer\Administrator Approved Controls
"Disable ""Configuring History""",Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
Disable Active Desktop,Not configured,No,\Desktop\Desktop
Disable adding channels,Not configured,No,\Windows Components\Internet Explorer\Offline Pages
Disable adding schedules for offline pages,Not configured,No,\Windows Components\Internet Explorer\Offline Pages
Disable all items,Not configured,No,\Desktop\Desktop
Disable all scheduled offline pages,Not configured,No,\Windows Components\Internet Explorer\Offline Pages
Disable application Sharing,Not configured,No,\Windows Components\NetMeeting\Application Sharing
Disable Audio,Not configured,No,\Windows Components\NetMeeting\Audio & Video
Disable AutoComplete for forms,Not configured,No,\Windows Components\Internet Explorer
Disable binding directly to IPropertySetStorage without intermediate layers.,Not configured,No,\Windows Components\File Explorer
Disable caching of Auto-Proxy scripts,Not configured,No,\Windows Components\Internet Explorer
Disable changing accessibility settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing Advanced page settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing Automatic Configuration settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing Calendar and Contact settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing certificate settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing color settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing connection settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing default browser check,Not configured,No,\Windows Components\Internet Explorer
Disable changing font settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing home page settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing language settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing link color settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing Messaging settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing Profile Assistant settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing ratings settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing secondary home page settings,Not configured,No,\Windows Components\Internet Explorer
Disable changing Temporary Internet files settings,Not configured,No,\Windows Components\Internet Explorer
Disable channel user interface completely,Not configured,No,\Windows Components\Internet Explorer\Offline Pages
Disable Chat,Not configured,No,\Windows Components\NetMeeting
Disable context menus in the Start Menu,Not configured,No,\Start Menu and Taskbar
Disable customizing browser toolbar buttons,Not configured,No,\Windows Components\Internet Explorer\Toolbars
Disable customizing browser toolbars,Not configured,No,\Windows Components\Internet Explorer\Toolbars
Disable Directory services,Not configured,No,\Windows Components\NetMeeting
Disable downloading of site subscription content,Not configured,No,\Windows Components\Internet Explorer\Offline Pages
Disable editing and creating of schedule groups,Not configured,No,\Windows Components\Internet Explorer\Offline Pages
Disable editing schedules for offline pages,Not configured,No,\Windows Components\Internet Explorer\Offline Pages
Disable external branding of Internet Explorer,Not configured,No,\Windows Components\Internet Explorer
Disable full duplex Audio,Not configured,No,\Windows Components\NetMeeting\Audio & Video
Disable help tips,Enabled,No,\Windows Components\Edge UI
Disable Import/Export Settings wizard,Not configured,No,\Windows Components\Internet Explorer
Disable Internet Connection wizard,Not configured,No,\Windows Components\Internet Explorer
Disable Known Folders,Not configured,No,\Windows Components\File Explorer
Disable logging,Not configured,No,\Windows Components\Windows Error Reporting
Disable NetMeeting 2.x Whiteboard,Not configured,No,\Windows Components\NetMeeting
Disable offline page hit logging,Not configured,No,\Windows Components\Internet Explorer\Offline Pages
Disable Open in New Window menu option,Not configured,No,\Windows Components\Internet Explorer\Browser menus
Disable removing channels,Not configured,No,\Windows Components\Internet Explorer\Offline Pages
Disable removing schedules for offline pages,Not configured,No,\Windows Components\Internet Explorer\Offline Pages
Disable Save this program to disk option,Not configured,No,\Windows Components\Internet Explorer\Browser menus
Disable showing balloon notifications as toasts.,Not configured,No,\Start Menu and Taskbar
Disable text prediction,Not configured,No,\Windows Components\Tablet PC\Input Panel
Disable the Advanced Calling button,Not configured,No,\Windows Components\NetMeeting\Options Page
Disable the Advanced page,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel
Disable the Connections page,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel
Disable the Content page,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel
Disable the Display Control Panel,Enabled,No,\Control Panel\Display
Disable the General page,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel
Disable the Privacy page,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel
Disable the Programs page,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel
Disable the Reset Web Settings feature,Not configured,No,\Windows Components\Internet Explorer
Disable the Security page,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel
Disable Whiteboard,Not configured,No,\Windows Components\NetMeeting
Disable Windows Error Reporting,Enabled,No,\Windows Components\Windows Error Reporting
Disallow Autoplay for non-volume devices,Enabled,No,\Windows Components\AutoPlay Policies
Disallow changing of geographic location,Not configured,No,\System\Locale Services
Disallow selection of Custom Locales,Not configured,No,\System\Locale Services
Disallow user override of locale settings,Not configured,No,\System\Locale Services
Disk Defragmenter,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Disk Management,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Display confirmation dialog when deleting files,Not configured,No,\Windows Components\File Explorer
Display error message on proxy script download failure,Not configured,No,\Windows Components\Internet Explorer
Display instructions in logoff scripts as they run,Not configured,No,\System\Scripts
Display instructions in logon scripts as they run,Not configured,No,\System\Scripts
Display mixed content,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Display mixed content,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Display mixed content,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Display mixed content,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Display mixed content,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Display mixed content,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Display mixed content,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Display mixed content,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Display mixed content,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Display mixed content,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Display tabs on a separate row,Not configured,No,\Windows Components\Internet Explorer\Toolbars
Display the menu bar in File Explorer ,Enabled,No,\Windows Components\File Explorer
Distributed File System,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Do not add shares of recently opened documents to Network Locations,Not configured,No,\Desktop
Do not adjust default option to 'Install Updates and Shut Down' in Shut Down Windows dialog box,Enabled,No,\Windows Components\Windows Update
Do not allow ActiveX controls to run in Protected Mode when Enhanced Protected Mode is enabled,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Do not allow color changes,Not configured,No,\Windows Components\Desktop Window Manager\Window Frame Coloring
Do not allow Digital Locker to run,Enabled,No,\Windows Components\Digital Locker
Do not allow Flip3D invocation,Enabled,No,\Windows Components\Desktop Window Manager
Do not allow Folder Options to be opened from the Options button on the View tab of the ribbon,Not configured,No,\Windows Components\File Explorer
Do not allow Inkball to run,Not configured,No,\Windows Components\Tablet PC\Accessories
Do not allow passwords to be saved,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Connection Client
Do not allow pinning items in Jump Lists,Enabled,No,\Start Menu and Taskbar
Do not allow pinning programs to the Taskbar,Enabled,No,\Start Menu and Taskbar
Do not allow pinning Store app to the Taskbar,Enabled,No,\Start Menu and Taskbar
Do not allow printing to Journal Note Writer,Not configured,No,\Windows Components\Tablet PC\Accessories
Do not allow resetting Internet Explorer settings,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Do not allow Snipping Tool to run,Not configured,No,\Windows Components\Tablet PC\Accessories
Do not allow Sound Recorder to run,Not configured,No,\Windows Components\Sound Recorder
Do not allow taskbars on more than one display,Not configured,No,\Start Menu and Taskbar
Do not allow users to enable or disable add-ons,Not configured,No,\Windows Components\Internet Explorer
Do not allow window animations,Enabled,No,\Windows Components\Desktop Window Manager
Do not allow Windows Journal to be run,Not configured,No,\Windows Components\Tablet PC\Accessories
Do not allow Windows Messenger to be run,Not configured,No,\Windows Components\Windows Messenger
Do not automatically make all redirected folders available offline,Not configured,No,\System\Folder Redirection
Do not automatically make specific redirected folders available offline,Not configured,No,\System\Folder Redirection
Do not automatically start Windows Messenger initially,Not configured,No,\Windows Components\Windows Messenger
Do not display any custom toolbars in the taskbar,Enabled,No,\Start Menu and Taskbar
Do not display 'Install Updates and Shut Down' option in Shut Down Windows dialog box,Enabled,No,\Windows Components\Windows Update
Do not display or track items in Jump Lists from remote locations,Enabled,No,\Start Menu and Taskbar
Do not display the Getting Started welcome screen at logon,Not configured,No,\System
Do not display the password reveal button,Enabled,No,\Windows Components\Credential User Interface
Do not display the reveal password button,Not configured,No,\Windows Components\Internet Explorer\Security Features
Do not display the Welcome Center at user logon,Enabled,No,\Windows Components\File Explorer
Do not include Non-Publishing Standard Glyph in the candidate list,Not configured,No,\Windows Components\IME
Do not keep history of recently opened documents,Enabled,No,\Start Menu and Taskbar
Do not move deleted files to the Recycle Bin,Not configured,No,\Windows Components\File Explorer
Do not preserve zone information in file attachments,Not configured,No,\Windows Components\Attachment Manager
Do not process the legacy run list,Not configured,No,\System\Logon
Do not process the run once list,Not configured,No,\System\Logon
Do not prompt for client certificate selection when no certificates or only one certificate exists.,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Do not prompt for client certificate selection when no certificates or only one certificate exists.,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Do not prompt for client certificate selection when no certificates or only one certificate exists.,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Do not prompt for client certificate selection when no certificates or only one certificate exists.,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Do not prompt for client certificate selection when no certificates or only one certificate exists.,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Do not prompt for client certificate selection when no certificates or only one certificate exists.,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Do not prompt for client certificate selection when no certificates or only one certificate exists.,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Do not prompt for client certificate selection when no certificates or only one certificate exists.,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Do not prompt for client certificate selection when no certificates or only one certificate exists.,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Do not prompt for client certificate selection when no certificates or only one certificate exists.,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Do not request alternate credentials,Not configured,No,\Windows Components\File Explorer
Do not save encrypted pages to disk,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Do not search communications,Enabled,No,\Start Menu and Taskbar
Do not search for files,Not configured,No,\Start Menu and Taskbar
Do not search Internet,Enabled,No,\Start Menu and Taskbar
Do not search programs and Control Panel items,Not configured,No,\Start Menu and Taskbar
Do not send additional data,Not configured,No,\Windows Components\Windows Error Reporting
Do Not Show Anchor,Not configured,No,\Windows Components\Windows Media Player\User Interface
Do not show recent apps when the mouse is pointing to the upper-left corner of the screen,Enabled,No,\Windows Components\Edge UI
Do not suggest third-party content in Windows spotlight,Enabled,No,\Windows Components\Cloud Content
Do not synchronize Windows Apps,Not configured,No,\Windows Components\Microsoft User Experience Virtualization
Do not throttle additional data,Not configured,No,\Windows Components\Windows Error Reporting
Do not track Shell shortcuts during roaming,Enabled,No,\Windows Components\File Explorer
Do not use diagnostic data for tailored experiences,Not configured,No,\Windows Components\Cloud Content
Do not use the search-based method when resolving shell shortcuts,Not configured,No,\Start Menu and Taskbar
Do not use the tracking-based method when resolving shell shortcuts,Not configured,No,\Start Menu and Taskbar
Don't launch privacy settings experience on user logon,Not configured,No,\Windows Components\OOBE
Don't run antimalware programs against ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Don't run antimalware programs against ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Don't run antimalware programs against ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Don't run antimalware programs against ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Don't run antimalware programs against ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Don't run antimalware programs against ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Don't run antimalware programs against ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Don't run antimalware programs against ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Don't run antimalware programs against ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Don't run antimalware programs against ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Don't run specified Windows applications,Not configured,No,\System
Don't save settings at exit,Not configured,No,\Desktop
Download missing COM components,Not configured,No,\System
Download signed ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Download signed ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Download signed ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Download signed ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Download signed ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Download signed ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Download signed ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Download signed ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Download signed ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Download signed ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Download unsigned ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Download unsigned ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Download unsigned ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Download unsigned ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Download unsigned ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Download unsigned ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Download unsigned ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Download unsigned ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Download unsigned ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Download unsigned ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Empty Temporary Internet Files folder when browser is closed,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Enable Active Desktop,Not configured,No,\Desktop\Desktop
Enable Automatic Configuration,Not configured,No,\Windows Components\NetMeeting
Enable connection through RD Gateway,Not configured,No,\Windows Components\Remote Desktop Services\RD Gateway
Enable dragging of content from different domains across windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Enable dragging of content from different domains across windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Enable dragging of content from different domains across windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Enable dragging of content from different domains across windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Enable dragging of content from different domains across windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Enable dragging of content from different domains across windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Enable dragging of content from different domains across windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
