Setting,State,Comment,Path
Allow video and animation on a webpage that uses an older media player,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Allow video and animation on a webpage that uses an older media player,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Allow video and animation on a webpage that uses an older media player,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Allow websites to open windows without status bar or Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Allow websites to open windows without status bar or Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Allow websites to open windows without status bar or Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Allow websites to open windows without status bar or Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Allow websites to open windows without status bar or Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Allow websites to open windows without status bar or Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Allow websites to open windows without status bar or Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Allow websites to open windows without status bar or Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Allow websites to open windows without status bar or Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Allow websites to open windows without status bar or Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Allow websites to prompt for information by using scripted windows,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Allow websites to store application caches on client computers,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\General Page\Browsing History
Allow websites to store indexed databases on client computers,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\General Page\Browsing History
Allow Windows Defender Application Guard to use Root Certificate Authorities from the user’s device,Not configured,No,\Windows Components\Windows Defender Application Guard
Allow Windows Ink Workspace,Not configured,No,\Windows Components\Windows Ink Workspace
Allow Windows to automatically connect to suggested open hotspots to networks shared by contacts and to hotspots offering paid services,Not configured,No,\Network\WLAN Service\WLAN Settings
Allows development of Windows Store apps and installing them from an integrated development environment (IDE),Not configured,No,\Windows Components\App Package Deployment
Always automatically restart at the scheduled time,Not configured,No,\Windows Components\Windows Update
Always install with elevated privileges,Not configured,No,\Windows Components\Windows Installer
Always prompt for password upon connection,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Security
Always rasterize content to be printed using a software rasterizer,Not configured,No,\Printers
Always render print jobs on the server,Not configured,No,\Printers
Always send compound authentication first,Not configured,No,\System\Kerberos
Always send Do Not Track header,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Always show desktop on connection,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Remote Session Environment
Always use automatic language detection when indexing content and properties,Not configured,No,\Windows Components\Search
Always use classic logon,Not configured,No,\System\Logon
Always use custom logon background,Enabled,No,\System\Logon
Always use local ADM files for Group Policy Object Editor,Not configured,No,\System\Group Policy
Always wait for the network at computer startup and logon,Not configured,No,\System\Logon
Apply policy to removable media,Not configured,No,\System\Disk Quotas
Apply the default account picture to all users,Not configured,No,\Control Panel\User Accounts
Approved Installation Sites for ActiveX Controls,Not configured,No,\Windows Components\ActiveX Installer Service
Assign a default credential provider,Not configured,No,\System\Logon
Assign a default domain for logon,Not configured,No,\System\Logon
At logoff delete local copy of user’s offline files,Not configured,No,\Network\Offline Files
Automatic Maintenance Activation Boundary,Enabled,No,\Windows Components\Maintenance Scheduler
Automatic Maintenance Random Delay,Enabled,No,\Windows Components\Maintenance Scheduler
Automatic Maintenance WakeUp Policy,Enabled,No,\Windows Components\Maintenance Scheduler
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Automatic prompting for ActiveX controls,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Automatic prompting for file downloads,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Automatic reconnection,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Connections
Automatic Updates detection frequency,Not configured,No,\Windows Components\Windows Update
Automatically activate newly installed add-ons,Not configured,No,\Windows Components\Internet Explorer
Automatically check for Internet Explorer updates,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Automatically publish new printers in Active Directory,Not configured,No,\Printers
Automatically send memory dumps for OS-generated error reports,Not configured,No,\Windows Components\Windows Error Reporting
Back up log automatically when full,Not configured,No,\Windows Components\Event Log Service\Application
Back up log automatically when full,Not configured,No,\Windows Components\Event Log Service\Security
Back up log automatically when full,Not configured,No,\Windows Components\Event Log Service\Setup
Back up log automatically when full,Not configured,No,\Windows Components\Event Log Service\System
Best effort service type,Not configured,No,\Network\QoS Packet Scheduler\DSCP value of conforming packets
Best effort service type,Not configured,No,\Network\QoS Packet Scheduler\DSCP value of non-conforming packets
Best effort service type,Not configured,No,\Network\QoS Packet Scheduler\Layer-2 priority value
Block all consumer Microsoft account user authentication,Not configured,No,\Windows Components\Microsoft account
Block clean-up of unused language packs,Not configured,No,\Control Panel\Regional and Language Options
Block launching desktop apps associated with a file.,Enabled,No,\Windows Components\App runtime
Block launching desktop apps associated with a URI scheme,Enabled,No,\Windows Components\App runtime
Block launching Universal Windows apps with Windows Runtime API access from hosted content.,Enabled,No,\Windows Components\App runtime
Block user from showing account details on sign-in,Enabled,No,\System\Logon
Boot-Start Driver Initialization Policy,Not configured,No,\System\Early Launch Antimalware
Bypass prompting for Clipboard access for scripts running in any process,Not configured,No,\Windows Components\Internet Explorer\Application Compatibility\Clipboard access
Bypass prompting for Clipboard access for scripts running in the Internet Explorer process,Not configured,No,\Windows Components\Internet Explorer\Application Compatibility\Clipboard access
Calculator,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
CD and DVD: Deny execute access,Enabled,No,\System\Removable Storage Access
CD and DVD: Deny read access,Not configured,No,\System\Removable Storage Access
CD and DVD: Deny write access,Not configured,No,\System\Removable Storage Access
Certificate Filter For Client SSL,Not configured,No,\System\App-V\Streaming
Change Group Policy processing to run asynchronously when a slow network connection is detected.,Not configured,No,\System\Group Policy
Change Microsoft XPS Document Writer (MXDW) default output format to the legacy Microsoft XPS format (*.xps),Not configured,No,\Printers
Change the maximum number of connections per host (HTTP 1.1),Not configured,No,\Windows Components\Internet Explorer\Security Features\AJAX
Check for server certificate revocation,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Check for signatures on downloaded programs,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Check for the latest virus and spyware definitions before running a scheduled scan,Not configured,No,\Windows Components\Windows Defender Antivirus\Scan
Check for the latest virus and spyware definitions on startup,Not configured,No,\Windows Components\Windows Defender Antivirus\Signature Updates
Check published state,Not configured,No,\Printers
Choose default folder for recovery password,Not configured,No,\Windows Components\BitLocker Drive Encryption
Choose drive encryption method and cipher strength (Windows 10 [Version 1511] and later),Not configured,No,\Windows Components\BitLocker Drive Encryption
Choose drive encryption method and cipher strength (Windows 8 Windows Server 2012 Windows 8.1 Windows Server 2012 R2 Windows 10 [Version 1507]),Not configured,No,\Windows Components\BitLocker Drive Encryption
Choose drive encryption method and cipher strength (Windows Vista Windows Server 2008 Windows 7 Windows Server 2008 R2),Not configured,No,\Windows Components\BitLocker Drive Encryption
Choose how BitLocker-protected fixed drives can be recovered,Not configured,No,\Windows Components\BitLocker Drive Encryption\Fixed Data Drives
Choose how BitLocker-protected operating system drives can be recovered,Not configured,No,\Windows Components\BitLocker Drive Encryption\Operating System Drives
Choose how BitLocker-protected removable drives can be recovered,Not configured,No,\Windows Components\BitLocker Drive Encryption\Removable Data Drives
Choose how users can recover BitLocker-protected drives (Windows Server 2008 and Windows Vista),Not configured,No,\Windows Components\BitLocker Drive Encryption
Cipher suite order,Not configured,No,\Network\Lanman Server
Cipher suite order,Not configured,No,\Network\Lanman Workstation
Common 2013 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Common 2016 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Computer location,Not configured,No,\Printers
Configuration of wireless settings using Windows Connect Now,Not configured,No,\Network\Windows Connect Now
Configure additional sources for untrusted files in Windows Defender Application Guard.,Not configured,No,\Windows Components\Windows Defender Application Guard
Configure allowed applications,Not configured,No,\Windows Components\Windows Defender Antivirus\Windows Defender Exploit Guard\Controlled Folder Access
Configure App Install Control,Not configured,No,\Windows Components\Windows Defender SmartScreen\Explorer
Configure Attack Surface Reduction rules,Not configured,No,\Windows Components\Windows Defender Antivirus\Windows Defender Exploit Guard\Attack Surface Reduction
Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service,Not configured,No,\Windows Components\Data Collection and Preview Builds
Configure Automatic Updates,Disabled,No,\Windows Components\Windows Update
Configure auto-restart reminder notifications for updates,Not configured,No,\Windows Components\Windows Update
Configure auto-restart required notification for updates,Not configured,No,\Windows Components\Windows Update
Configure auto-restart warning notifications schedule for updates,Not configured,No,\Windows Components\Windows Update
Configure Background Sync,Not configured,No,\Network\Offline Files
Configure BranchCache for network files,Not configured,No,\Network\BranchCache
Configure Client BranchCache Version Support,Not configured,No,\Network\BranchCache
Configure compression for RemoteFX data,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Remote Session Environment
Configure Connected User Experiences and Telemetry,Not configured,No,\Windows Components\Data Collection and Preview Builds
Configure Controlled folder access,Not configured,No,\Windows Components\Windows Defender Antivirus\Windows Defender Exploit Guard\Controlled Folder Access
Configure Corporate Windows Error Reporting,Not configured,No,\Windows Components\Windows Error Reporting\Advanced Error Reporting Settings
Configure Corrupted File Recovery behavior,Not configured,No,\System\Troubleshooting and Diagnostics\Corrupted File Recovery
Configure customized contact information,Not configured,No,\Windows Components\Windows Security\Enterprise Customization
Configure customized notifications,Not configured,No,\Windows Components\Windows Security\Enterprise Customization
Configure Default consent,Not configured,No,\Windows Components\Windows Error Reporting\Consent
Configure detection for potentially unwanted applications,Not configured,No,\Windows Components\Windows Defender Antivirus
Configure device installation time-out,Not configured,No,\System\Device Installation
Configure device unlock factors,Not configured,No,\Windows Components\Windows Hello for Business
Configure Direct Access connections as a fast network connection,Not configured,No,\System\Group Policy
Configure disk quota policy processing,Not configured,No,\System\Group Policy
Configure dynamic lock factors,Not configured,No,\Windows Components\Windows Hello for Business
Configure EFS recovery policy processing,Not configured,No,\System\Group Policy
Configure enhanced anti-spoofing,Not configured,No,\Windows Components\Biometrics\Facial Features
Configure Error Reporting,Not configured,No,\Windows Components\Windows Error Reporting
Configure extended cloud check,Not configured,No,\Windows Components\Windows Defender Antivirus\MpEngine
Configure folder redirection policy processing,Not configured,No,\System\Group Policy
Configure forwarder resource usage,Not configured,No,\Windows Components\Event Forwarding
Configure Group Policy Caching,Not configured,No,\System\Group Policy
Configure Group Policy slow link detection,Not configured,No,\System\Group Policy
Configure H.264/AVC hardware encoding for Remote Desktop Connections,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Remote Session Environment
Configure Hosted Cache Servers,Not configured,No,\Network\BranchCache
Configure how often a DFS client discovers domain controllers,Not configured,No,\Network
Configure image quality for RemoteFX Adaptive Graphics,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Remote Session Environment
Configure Internet Explorer Maintenance policy processing,Not configured,No,\System\Group Policy
Configure IP security policy processing,Not configured,No,\System\Group Policy
Configure keep-alive connection interval,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Connections
Configure list of Enhanced Storage devices usable on your computer,Not configured,No,\System\Enhanced Storage Access
Configure list of IEEE 1667 silos usable on your computer,Not configured,No,\System\Enhanced Storage Access
Configure local administrator merge behavior for lists,Not configured,No,\Windows Components\Windows Defender Antivirus
Configure local setting override for maximum percentage of CPU utilization,Not configured,No,\Windows Components\Windows Defender Antivirus\Scan
Configure local setting override for monitoring file and program activity on your computer,Not configured,No,\Windows Components\Windows Defender Antivirus\Real-time Protection
Configure local setting override for monitoring for incoming and outgoing file activity,Not configured,No,\Windows Components\Windows Defender Antivirus\Real-time Protection
Configure local setting override for reporting to Microsoft MAPS,Not configured,No,\Windows Components\Windows Defender Antivirus\MAPS
Configure local setting override for scanning all downloaded files and attachments,Not configured,No,\Windows Components\Windows Defender Antivirus\Real-time Protection
Configure local setting override for schedule scan day,Not configured,No,\Windows Components\Windows Defender Antivirus\Scan
Configure local setting override for scheduled quick scan time,Not configured,No,\Windows Components\Windows Defender Antivirus\Scan
Configure local setting override for scheduled scan time,Not configured,No,\Windows Components\Windows Defender Antivirus\Scan
Configure local setting override for the removal of items from Quarantine folder,Not configured,No,\Windows Components\Windows Defender Antivirus\Quarantine
Configure local setting override for the scan type to use for a scheduled scan,Not configured,No,\Windows Components\Windows Defender Antivirus\Scan
Configure local setting override for the time of day to run a scheduled full scan to complete remediation,Not configured,No,\Windows Components\Windows Defender Antivirus\Remediation
Configure local setting override for turn on behavior monitoring,Not configured,No,\Windows Components\Windows Defender Antivirus\Real-time Protection
Configure local setting override to turn on real-time protection,Not configured,No,\Windows Components\Windows Defender Antivirus\Real-time Protection
Configure log access,Not configured,No,\Windows Components\Event Log Service\Application
Configure log access,Not configured,No,\Windows Components\Event Log Service\Security
Configure log access,Not configured,No,\Windows Components\Event Log Service\Setup
Configure log access,Not configured,No,\Windows Components\Event Log Service\System
Configure log access (legacy),Not configured,No,\Windows Components\Event Log Service\Application
Configure log access (legacy),Not configured,No,\Windows Components\Event Log Service\Security
Configure log access (legacy),Not configured,No,\Windows Components\Event Log Service\Setup
Configure log access (legacy),Not configured,No,\Windows Components\Event Log Service\System
Configure Logon Script Delay,Not configured,No,\System\Group Policy
Configure low CPU priority for scheduled scans,Not configured,No,\Windows Components\Windows Defender Antivirus\Scan
Configure Microsoft 365 Update Readiness upload endpoint,Not configured,No,\Windows Components\Data Collection and Preview Builds
Configure minimum PIN length for startup,Not configured,No,\Windows Components\BitLocker Drive Encryption\Operating System Drives
Configure monitoring for incoming and outgoing file and program activity,Not configured,No,\Windows Components\Windows Defender Antivirus\Real-time Protection
Configure MSI Corrupted File Recovery behavior,Not configured,No,\System\Troubleshooting and Diagnostics\MSI Corrupted File Recovery
Configure Offer Remote Assistance,Not configured,No,\System\Remote Assistance
Configure Per-Process System DPI settings,Not configured,No,\System\Display
Configure pre-boot recovery message and URL,Not configured,No,\Windows Components\BitLocker Drive Encryption\Operating System Drives
Configure protected folders,Not configured,No,\Windows Components\Windows Defender Antivirus\Windows Defender Exploit Guard\Controlled Folder Access
Configure RD Connection Broker farm name,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Session Host\RD Connection Broker
Configure RD Connection Broker server name,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Session Host\RD Connection Broker
Configure registry policy processing,Not configured,No,\System\Group Policy
Configure Reliability WMI Providers,Not configured,No,\Windows Components\Windows Reliability Analysis
Configure RemoteFX,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Remote Session Environment\RemoteFX for Windows Server 2008 R2
Configure RemoteFX Adaptive Graphics,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Remote Session Environment
Configure removal of items from Quarantine folder,Not configured,No,\Windows Components\Windows Defender Antivirus\Quarantine
Configure Report Archive,Not configured,No,\Windows Components\Windows Error Reporting\Advanced Error Reporting Settings
Configure Report Queue,Not configured,No,\Windows Components\Windows Error Reporting\Advanced Error Reporting Settings
Configure root certificate clean up,Not configured,No,\Windows Components\Smart Card
Configure Scenario Execution Level,Not configured,No,\System\Troubleshooting and Diagnostics\Fault Tolerant Heap
Configure Scenario Execution Level,Not configured,No,\System\Troubleshooting and Diagnostics\Windows Boot Performance Diagnostics
Configure Scenario Execution Level,Not configured,No,\System\Troubleshooting and Diagnostics\Windows Memory Leak Diagnosis
Configure Scenario Execution Level,Not configured,No,\System\Troubleshooting and Diagnostics\Windows Resource Exhaustion Detection and Resolution
Configure Scenario Execution Level,Not configured,No,\System\Troubleshooting and Diagnostics\Windows Shutdown Performance Diagnostics
Configure Scenario Execution Level,Not configured,No,\System\Troubleshooting and Diagnostics\Windows Standby/Resume Performance Diagnostics
Configure Scenario Execution Level,Not configured,No,\System\Troubleshooting and Diagnostics\Windows System Responsiveness Performance Diagnostics
Configure Scheduled Maintenance Behavior,Not configured,No,\System\Troubleshooting and Diagnostics\Scheduled Maintenance
Configure scripts policy processing,Not configured,No,\System\Group Policy
Configure Security Policy for Scripted Diagnostics,Not configured,No,\System\Troubleshooting and Diagnostics\Scripted Diagnostics
Configure security policy processing,Not configured,No,\System\Group Policy
Configure server authentication for client,Not configured,No,\Windows Components\Remote Desktop Services\Remote Desktop Connection Client
Configure Slow link speed,Not configured,No,\Network\Offline Files
Configure slow-link mode,Not configured,No,\Network\Offline Files
Configure software Installation policy processing,Not configured,No,\System\Group Policy
Configure Solicited Remote Assistance,Not configured,No,\System\Remote Assistance
Configure Sync Method,Not configured,No,\Windows Components\Microsoft User Experience Virtualization
Configure target Subscription Manager,Not configured,No,\Windows Components\Event Forwarding
Configure telemetry opt-in change notifications.,Not configured,No,\Windows Components\Data Collection and Preview Builds
Configure telemetry opt-in setting user interface.,Not configured,No,\Windows Components\Data Collection and Preview Builds
Configure the 'Block at First Sight' feature,Not configured,No,\Windows Components\Windows Defender Antivirus\MAPS
Configure the Commercial ID,Not configured,No,\Windows Components\Data Collection and Preview Builds
Configure the level of TPM owner authorization information available to the operating system,Not configured,No,\System\Trusted Platform Module Services
Configure the list of blocked TPM commands,Not configured,No,\System\Trusted Platform Module Services
Configure the refresh interval for Server Manager,Not configured,No,\System\Server Manager
Configure the system to clear the TPM if it is not in a ready state.,Not configured,No,\System\Trusted Platform Module Services
Configure the system to use legacy Dictionary Attack Prevention Parameters setting for TPM 2.0.,Not configured,No,\System\Trusted Platform Module Services
Configure time out for detections in critically failed state,Not configured,No,\Windows Components\Windows Defender Antivirus\Reporting
Configure time out for detections in non-critical failed state,Not configured,No,\Windows Components\Windows Defender Antivirus\Reporting
Configure time out for detections in recently remediated state,Not configured,No,\Windows Components\Windows Defender Antivirus\Reporting
Configure time out for detections requiring additional action,Not configured,No,\Windows Components\Windows Defender Antivirus\Reporting
Configure TPM platform validation profile (Windows Vista Windows Server 2008 Windows 7 Windows Server 2008 R2),Not configured,No,\Windows Components\BitLocker Drive Encryption\Operating System Drives
Configure TPM platform validation profile for BIOS-based firmware configurations,Not configured,No,\Windows Components\BitLocker Drive Encryption\Operating System Drives
Configure TPM platform validation profile for native UEFI firmware configurations,Not configured,No,\Windows Components\BitLocker Drive Encryption\Operating System Drives
Configure use of hardware-based encryption for fixed data drives,Not configured,No,\Windows Components\BitLocker Drive Encryption\Fixed Data Drives
Configure use of hardware-based encryption for operating system drives,Not configured,No,\Windows Components\BitLocker Drive Encryption\Operating System Drives
Configure use of hardware-based encryption for removable data drives,Not configured,No,\Windows Components\BitLocker Drive Encryption\Removable Data Drives
Configure use of passwords for fixed data drives,Not configured,No,\Windows Components\BitLocker Drive Encryption\Fixed Data Drives
Configure use of passwords for operating system drives,Not configured,No,\Windows Components\BitLocker Drive Encryption\Operating System Drives
Configure use of passwords for removable data drives,Not configured,No,\Windows Components\BitLocker Drive Encryption\Removable Data Drives
Configure use of smart cards on fixed data drives,Not configured,No,\Windows Components\BitLocker Drive Encryption\Fixed Data Drives
Configure use of smart cards on removable data drives,Not configured,No,\Windows Components\BitLocker Drive Encryption\Removable Data Drives
Configure user Group Policy loopback processing mode,Not configured,No,\System\Group Policy
Configure Watson events,Not configured,No,\Windows Components\Windows Defender Antivirus\Reporting
Configure web-to-app linking with app URI handlers,Not configured,No,\System\Group Policy
Configure Windows Defender Application Guard clipboard settings,Not configured,No,\Windows Components\Windows Defender Application Guard
Configure Windows Defender Application Guard print settings,Not configured,No,\Windows Components\Windows Defender Application Guard
Configure Windows Defender SmartScreen,Not configured,No,\Windows Components\File Explorer
Configure Windows Defender SmartScreen,Not configured,No,\Windows Components\Windows Defender SmartScreen\Explorer
Configure Windows Defender SmartScreen,Not configured,No,\Windows Components\Windows Defender SmartScreen\Microsoft Edge
Configure Windows NTP Client,Not configured,No,\System\Windows Time Service\Time Providers
Configure Windows software trace preprocessor components,Not configured,No,\Windows Components\Windows Defender Antivirus\Reporting
Configure wired policy processing,Not configured,No,\System\Group Policy
Configure wireless policy processing,Not configured,No,\System\Group Policy
Configure WPP tracing level,Not configured,No,\Windows Components\Windows Defender Antivirus\Reporting
Connection-specific DNS suffix,Not configured,No,\Network\DNS Client
Contact IT Link Text,Not configured,No,\Windows Components\Microsoft User Experience Virtualization
Contact IT URL,Not configured,No,\Windows Components\Microsoft User Experience Virtualization
Contact PDC on logon failure,Not configured,No,\System\Net Logon
Continue experiences on this device,Not configured,No,\System\Group Policy
Control Device Reactivation for Retail devices,Not configured,No,\Windows Components\Software Protection Platform
Control Event Log behavior when the log file reaches its maximum size,Not configured,No,\Windows Components\Event Log Service\Application
Control Event Log behavior when the log file reaches its maximum size,Not configured,No,\Windows Components\Event Log Service\Security
Control Event Log behavior when the log file reaches its maximum size,Not configured,No,\Windows Components\Event Log Service\Setup
Control Event Log behavior when the log file reaches its maximum size,Not configured,No,\Windows Components\Event Log Service\System
Control maximum size of baseline file cache,Not configured,No,\Windows Components\Windows Installer
Control rich previews for attachments,Not configured,No,\Windows Components\Search
Control slow network connection timeout for user profiles,Not configured,No,\System\User Profiles
Control the location of the log file,Not configured,No,\Windows Components\Event Log Service\Application
Control the location of the log file,Not configured,No,\Windows Components\Event Log Service\Security
Control the location of the log file,Not configured,No,\Windows Components\Event Log Service\Setup
Control the location of the log file,Not configured,No,\Windows Components\Event Log Service\System
Control use of BitLocker on removable drives,Not configured,No,\Windows Components\BitLocker Drive Encryption\Removable Data Drives
Controlled load service type,Not configured,No,\Network\QoS Packet Scheduler\DSCP value of conforming packets
Controlled load service type,Not configured,No,\Network\QoS Packet Scheduler\DSCP value of non-conforming packets
Controlled load service type,Not configured,No,\Network\QoS Packet Scheduler\Layer-2 priority value
Corporate Resources,Not configured,No,\Network\DirectAccess Client Experience Settings
Create a system restore point,Not configured,No,\Windows Components\Windows Defender Antivirus\Scan
Critical battery notification action,Not configured,No,\System\Power Management\Notification Settings
Critical battery notification level,Not configured,No,\System\Power Management\Notification Settings
Custom Classes: Deny read access,Not configured,No,\System\Removable Storage Access
Custom Classes: Deny write access,Not configured,No,\System\Removable Storage Access
Custom Commands,Not configured,No,\Network\DirectAccess Client Experience Settings
Custom support URL in the Printers folder's left pane,Not configured,No,\Printers
Customize command labels,Not configured,No,\Windows Components\Internet Explorer\Toolbars
Customize consent settings,Not configured,No,\Windows Components\Windows Error Reporting\Consent
Customize message for Access Denied errors,Not configured,No,\System\Access-Denied Assistance
Customize user agent string,Not configured,No,\Windows Components\Internet Explorer
Customize warning messages,Not configured,No,\System\Remote Assistance
Default application reporting settings,Not configured,No,\Windows Components\Windows Error Reporting\Advanced Error Reporting Settings
Default cache size,Not configured,No,\Network\Offline Files
Default excluded paths,Not configured,No,\Windows Components\Search
Default indexed paths,Not configured,No,\Windows Components\Search
Define Activation Security Check exemptions,Not configured,No,\System\Distributed COM\Application Compatibility Settings
Define addresses to bypass proxy server,Not configured,No,\Windows Components\Windows Defender Antivirus
Define applications and processes that can access the Clipboard without prompting,Not configured,No,\Windows Components\Internet Explorer\Application Compatibility\Clipboard access
Define file shares for downloading definition updates,Not configured,No,\Windows Components\Windows Defender Antivirus\Signature Updates
Define host name-to-Kerberos realm mappings,Not configured,No,\System\Kerberos
Define interoperable Kerberos V5 realm settings,Not configured,No,\System\Kerberos
Define proxy auto-config (.pac) for connecting to the network,Not configured,No,\Windows Components\Windows Defender Antivirus
Define proxy server for connecting to the network,Not configured,No,\Windows Components\Windows Defender Antivirus
Define the maximum size of downloaded files and attachments to be scanned,Not configured,No,\Windows Components\Windows Defender Antivirus\Real-time Protection
